Index,SMILES,Name,Classe
2282,O=C1OC2C(O)C(O)C(OC2N1C=3C=CC=CC3O)CO,"6,7-dihydroxy-5-(hydroxymethyl)-3-(2-hydroxyphenyl)-hexahydro-2H-pyrano[2,3-d][1,3]oxazol-2-one",0
2283,OC(C)C(SC(C)C(S)C)C,3-[(3-sulfanylbutan-2-yl)sulfanyl]butan-2-ol,0
2284,OC1=CC=CN2C=NN=C12,"[1,2,4]triazolo[4,3-a]pyridin-8-ol",0
2285,O1CC(OC1CCCCC)C,"4-methyl-2-pentyl-1,3-dioxolane",0
2286,N=1C=CC=C(C1)CC(C)C,3-(2-methylpropyl)pyridine,0
2287,O1CC(OC1C=C(C)CCC=C(C)C)C,"2-(2,6-dimethylhepta-1,5-dien-1-yl)-4-methyl-1,3-dioxolane",0
2288,N1=C(SC(C=C)=C1C)C,"5-ethenyl-2,4-dimethyl-1,3-thiazole",0
2289,O=C(OC1=CC=C(C=CC)C=C1OC)CC=2C=CC=CC2,2-methoxy-4-(prop-1-en-1-yl)phenyl 2-phenylacetate,0
2290,O=C(OC12CCCC(C)(CCC3C1CC3(C)C)C2)C,"4,4,8-trimethyltricyclo[6.3.1.0²,⁵]dodecan-1-yl acetate",0
2291,O=C(O)C1=C(CO)CSC2N1C(=O)C2NC(=O)CSC=3C=CN=CC3,3-(hydroxymethyl)-8-oxo-7-[2-(pyridin-4-ylsulfanyl)acetamido]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,0
2292,O=C1OC2CC3C(C)CC(=O)C4(O)OC5C(O)=C(C(=C1)C2(C)C5C34C)C,"5,8-dihydroxy-2,9,15,17-tetramethyl-6,13-dioxapentacyclo[12.3.1.0⁵,¹⁷.0⁷,¹⁶.0¹⁰,¹⁵]octadeca-8,10-diene-4,12-dione",0
2293,O=C1C=2C(O)=C(O)C(=CC2CCC3C1CCCC3(C)C)C(C)C,"4,5-dihydroxy-12,12-dimethyl-6-(propan-2-yl)tricyclo[9.4.0.0³,⁸]pentadeca-3,5,7-trien-2-one",0
2294,O=C(OCCC(C)CCC=C(C)C)CC=1C=CC=CC1,"3,7-dimethyloct-6-en-1-yl 2-phenylacetate",0
2295,O=C(OCCC(C)CCC=C(C)C)CCCC,"3,7-dimethyloct-6-en-1-yl pentanoate",0
2296,O=C(OCC(=CCCC1(C)C2CC3C(C2)C31C)C)CC=4C=CC=CC4,"5-{2,3-dimethyltricyclo[2.2.1.0²,⁶]heptan-3-yl}-2-methylpent-2-en-1-yl 2-phenylacetate",0
2297,O=C(OCC)C(C=C=C)C,"ethyl 2-methylpenta-3,4-dienoate",0
2298,O=C(OCCC(C)CCCC(=C)C)C(C)C,"3,7-dimethyloct-7-en-1-yl 2-methylpropanoate",0
2299,O=C(OCCC(C)CCCC(=C)C)CCC,"3,7-dimethyloct-7-en-1-yl butanoate",0
2300,OC(C)CCCCC=C,oct-7-en-2-ol,0
2301,O=C(O)C(N)CCCNC=1N=C(C(O)=C(N1)C)C,"2-amino-5-[(5-hydroxy-4,6-dimethylpyrimidin-2-yl)amino]pentanoic acid",0
2302,O=C(C1=CC(O)=C(O)C=C1O)CCC,"1-(2,4,5-trihydroxyphenyl)butan-1-one",0
2303,N1=C(C)C(SC1CC)C,"2-ethyl-4,5-dimethyl-2,5-dihydro-1,3-thiazole",0
2304,O=C1OC2=CC(C)CCC2=C1C,"3,6-dimethyl-2,4,5,6-tetrahydro-1-benzofuran-2-one",0
2305,S(SC=1SC=CC1)C=2SC=CC2,2-(thiophen-2-yldisulfanyl)thiophene,0
2306,O=C1C(=O)C(CC)CC1C,"3-ethyl-5-methylcyclopentane-1,2-dione",0
2307,O=C(C)C(CO)CCCCC,3-(hydroxymethyl)octan-2-one,0
2308,O(CC)C(OCC(OC(OCC)C)C)C,"4,6,9-trimethyl-3,5,8,10-tetraoxadodecane",0
2309,O=C(CCC)C(SC=1C=COC1C)CC,3-[(2-methylfuran-3-yl)sulfanyl]heptan-4-one,0
2310,O1C=CC(SSCCC)=C1C,2-methyl-3-(propyldisulfanyl)furan,0
2311,O=C(CC(C)C)C(SC=1C=COC1C)C(C)C,"2,6-dimethyl-3-[(2-methylfuran-3-yl)sulfanyl]heptan-4-one",0
2312,O=CC(=CC)CCCC,2-ethylidenehexanal,0
2313,O=C1OCC(OC1)CCCCC,"5-pentyl-1,4-dioxan-2-one",0
2314,O1CCOC1C=CC=2C=CC=CC2,"2-(2-phenylethenyl)-1,3-dioxolane",0
2315,O=C(CCCC)C(SC=1C=COC1C)CCC,4-[(2-methylfuran-3-yl)sulfanyl]nonan-5-one,0
2316,O=C(OCC1OC(OC2(OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)COC(=O)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C)C,"{5-[(acetyloxy)methyl]-5-({6-[(acetyloxy)methyl]-3,4,5-tris[(2-methylpropanoyl)oxy]oxan-2-yl}oxy)-3,4-bis[(2-methylpropanoyl)oxy]oxolan-2-yl}methyl 2-methylpropanoate",0
2317,O(C)CCOC(OCC=1C=CC=CC1)C,{[1-(2-methoxyethoxy)ethoxy]methyl}benzene,0
2318,O=S(=O)(O)ON=C(SC1OC(CO)C(O)C(O)C1O)CC(O)C2=CC=C(O)C=C2,"({[3-hydroxy-3-(4-hydroxyphenyl)-1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl}propylidene]amino}oxy)sulfonic acid",0
2319,O=C(OCC1=CC=C2OCOC2=C1)C(C)C,"(2H-1,3-benzodioxol-5-yl)methyl 2-methylpropanoate",0
2320,OC1=CC(=CC=C1OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)C=CC,"4-(2-Propenyl)-1,2-Benzenediol; 1-O-[&#945;-L-Rhamnopyranosyl-(1->6)-&#946;-D-Glucopyranoside]",0
2321,O=C(O)C1C2C3(C(=O)OCC2(CCC3)C4CC(O)C5(O)C(=C)CC14C5)C,Gibberellin A124,0
2322,O=C(OC1CCC2(C3=CCC4(C)C5CC(C)(CO)CCC5(C)CCC4(C3=CCC2C1(C)C)C)C)C6=CC=C(N)C=C6,"11-(hydroxymethyl)-4,4,6b,8a,11,12b,14b-heptamethyl-1,2,3,4,4a,5,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-octadecahydropicen-3-yl 4-aminobenzoate",0
2323,O=C(O)C1=C(OC)C=C2C(=O)C=3C=CC=C(O)C3C(=O)C2=C1C,"3,8-Dihydroxy-1-Methylanthraquinone-2-Carboxylic Acid; 3-Me Ether",0
2324,O=S(=O)(O)OCC1OC(OC2=CC(O)=CC(C=CC3=CC=C(O)C=C3)=C2)C(O)C(O)C1O,"[(3,4,5-trihydroxy-6-{3-hydroxy-5-[2-(4-hydroxyphenyl)ethenyl]phenoxy}oxan-2-yl)methoxy]sulfonic acid",0
2325,O=C1C=2OC=CC2C3CCC45CC(CCC4C3(CO)C1)C(O)(COC6OC(CO)C(O)C(O)C6O)C5,"17-hydroxy-12-(hydroxymethyl)-17-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)-8-oxapentacyclo[14.2.1.0¹,¹³.0⁴,¹².0⁵,⁹]nonadeca-5(9),6-dien-10-one",0
2326,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C(=O)OC)(C)CCC6(C(=O)OC7OC(C)C(OC(=O)C(C)CC)C(OC8OC(CO)C(O)C(O)C8O)C7OC9OC(C)C(O)C(O)C9O)CCC5(C)C4(C)CCC3C2(C)CO)C(OC%10OC(CO)C(O)C(O)C%10O)C(O)C1O,"3,4-dihydroxy-6-{[4-(hydroxymethyl)-11-(methoxycarbonyl)-4,6a,6b,11,14b-pentamethyl-8a-[({6-methyl-5-[(2-methylbutanoyl)oxy]-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl}oxy)carbonyl]-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl]oxy}-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxane-2-carboxylic acid",0
2327,O=C1OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(OC(=O)C4C1C(C5=CC=C(O)C(OC)=C5)C4C6=CC=C(O)C(OC)=C6)C2O,"14-hydroxy-5,6-bis(4-hydroxy-3-methoxyphenyl)-13-(hydroxymethyl)-11-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2,9,12-trioxatricyclo[9.2.1.0⁴,⁷]tetradecane-3,8-dione",0
2328,O=CC1(C)C(OC2OC(C(=O)O)C(O)C(OC3OCC(O)C(O)C3O)C2OC4OC(CO)C(O)C(O)C4O)CCC5(C)C1CCC6(C)C5CC=C7C8CC(C)(C)CCC8(C(=O)OC9OC(C)C(OC(=O)C)C(OC%10OC(CO)C(O)C(O)C%10O)C9OC%11OC(C)C(O)C(OC%12OC(CO)C(O)C(O)C%12O)C%11O)C(O)CC76C,"6-{[8a-({[5-(acetyloxy)-3-[(3,5-dihydroxy-6-methyl-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-6-methyl-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}carbonyl)-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl]oxy}-3-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxane-2-carboxylic acid",0
2329,O=C1OC=C(C=C1)C2CCC3(O)C4CCC5=CC(OC6OC(C)C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)CCC5(C)C4CC(O)C23C,"5-{7-[(4,5-dihydroxy-6-methyl-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-3a,11-dihydroxy-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl}-2H-pyran-2-one",0
2330,O=CC12CCCC(C(=O)O)(C)C2C(C(=O)O)C34CC(=C)C(O)(C3)C(O)CC14,Gibberellin A125,0
2331,O=C(OC1C(O)C(O)C(OC2=CC=C(C=C2)CC(=NOS(=O)(=O)O)SC3OC(CO)C(O)C(O)C3O)OC1C)C,4-Hydroxybenzyl Glucosinolate; 4-(4-O-Acetyl-&#945;-L-Rhamnopyranoside),0
2332,O=C(OCC=C)C=1OC=CC1,prop-2-en-1-yl furan-2-carboxylate,0
2333,O=C(O)C1C2C3(OC(=O)C2(C)C(O)C(O)C3)C4CCC5(O)C(=C)C(O)C14C5,Gibberellin A75,0
2334,O=C(C)C1OC1(O)C(=CC=CC(=CC=CC=C(C=CC=C(C=CC2=C(C)CCCC2(C)C)C)C)C)C,"1-{3-hydroxy-3-[6,11,15-trimethyl-17-(2,6,6-trimethylcyclohex-1-en-1-yl)heptadeca-2,4,6,8,10,12,14,16-octaen-2-yl]oxiran-2-yl}ethan-1-one",0
2335,O1OC2(C=CC1(C(=C)C)CC2)C,"1-Methyl-4-(1-Methylethenyl)-2,3-Dioxabicyclo[2.2.2]Oct-5-Ene",0
2336,OC12OC3(O)C4(O)C(C)CCC4(O)C5(C)C1C6(OC2(C)C3(O)C5(O)C6)C(C)C,"3,7,15-trimethyl-13-(propan-2-yl)-14,16-dioxahexacyclo[7.6.1.0²,¹³.0³,¹¹.0⁴,⁸.0¹⁰,¹⁵]hexadecane-1,4,8,9,10,11-hexol",0
2337,OCC1OC(OCC(C)C2(O)CC3(O)C4(O)C56OC(O)(CC3(C)C6(O)CCC(C)C5O)C24C)C(O)C(O)C1O,"3,7,10-trimethyl-11-(1-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}propan-2-yl)-15-oxapentacyclo[7.5.1.0¹,⁶.0⁷,¹³.0¹⁰,¹⁴]pentadecane-2,6,9,11,13,14-hexol",0
2338,O=CC1(C)CCCC2(C)C1CCC34CC5C(CC32)C5(C)C4,"5,9,13-trimethylpentacyclo[11.2.1.0¹,¹⁰.0⁴,⁹.0¹²,¹⁴]hexadecane-5-carbaldehyde",0
2339,O1C=CC=C1CSSC,2-[(methyldisulfanyl)methyl]furan,0
2340,O=S(=O)(O)C1=CC=C(N=NC=2C=C(C=3C=CC=CC3C2O)S(=O)(=O)O)C=4C=CC=CC41,4-hydroxy-3-[2-(4-sulfonaphthalen-1-yl)diazen-1-yl]naphthalene-1-sulfonic acid,0
2341,O=S(=O)(O)OCCCC1(OC2CC3OC4CC5OC6CC7OC8CC9OC%10CC%11OC(C(=C)CC%11OC%10(C)C(O)C9OC8C(C)CCC7(OC6(C)CCC5OC4CC3OC2CC1OS(=O)(=O)O)C)C(O)(C=CC(=C)C(O)C=C)C)C,"[40-(2,6-dihydroxy-5-methylideneocta-3,7-dien-2-yl)-34-hydroxy-13,25,27,30,35-pentamethyl-39-methylidene-13-[3-(sulfooxy)propyl]-4,8,12,17,21,26,32,36,41,45,49-undecaoxaundecacyclo[25.22.0.0³,²⁵.0⁵,²².0⁷,²⁰.0⁹,¹⁸.0¹¹,¹⁶.0³¹,⁴⁸.0³³,⁴⁶.0³⁵,⁴⁴.0³⁷,⁴²]nonatetracontan-14-yl]oxidanesulfonic acid",0
2342,O=C(O)C(C=CC(O)(C)C1OC2CC3OC4CC5OC6CC7OC8CC9OC%10CC%11OC(C)(CCOS(=O)(=O)O)C(OS(=O)(=O)O)CC%11OC%10CC9OC8CCC7(OC6(C)CCC(C)C5OC4C(O)C3(OC2CC1=C)C)C)CC=C,"5-hydroxy-5-[34-hydroxy-13,25,27,30,35-pentamethyl-39-methylidene-14-(sulfooxy)-13-[2-(sulfooxy)ethyl]-4,8,12,17,21,26,32,36,41,45,49-undecaoxaundecacyclo[25.22.0.0³,²⁵.0⁵,²².0⁷,²⁰.0⁹,¹⁸.0¹¹,¹⁶.0³¹,⁴⁸.0³³,⁴⁶.0³⁵,⁴⁴.0³⁷,⁴²]nonatetracontan-40-yl]-2-(prop-2-en-1-yl)hex-3-enoic acid",0
2343,O=S(=O)(O)OC1CC2OC3CC4OC5CCC6(OC7(C)CCC(C)C8OC9C(O)C%10(OC%11CC(=C)C(OC%11CC%10OC9CC8OC7CC6OC5CC4OC3CC2OC1(C)CCO)C(O)(C=CC(=C)CC=C)C)C)C,"[34-hydroxy-40-(2-hydroxy-5-methylideneocta-3,7-dien-2-yl)-13-(2-hydroxyethyl)-13,25,27,30,35-pentamethyl-39-methylidene-4,8,12,17,21,26,32,36,41,45,49-undecaoxaundecacyclo[25.22.0.0³,²⁵.0⁵,²².0⁷,²⁰.0⁹,¹⁸.0¹¹,¹⁶.0³¹,⁴⁸.0³³,⁴⁶.0³⁵,⁴⁴.0³⁷,⁴²]nonatetracontan-14-yl]oxidanesulfonic acid",0
2344,OC1=CC=C2C=C1C3=CC(=C(OC4OC(COC5OC(O)(CO)C(O)C5O)C(O)C(O)C4O)C(OC)=C3OC)CCCCC(O)CC2,"2-({11,17-dihydroxy-3,4-dimethoxytricyclo[12.3.1.1²,⁶]nonadeca-1(18),2(19),3,5,14,16-hexaen-5-yl}oxy)-6-({[3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}methyl)oxane-3,4,5-triol",0
2345,O=C1OC2C3=C(C)C4C(C3CC(O)(C)CC2C1C)C5CC6(OC7(C)CCC8C(C(=O)OC8C46C57)C)C,"11-hydroxy-3,8,11,17,19,23-hexamethyl-6,18,25-trioxaoctacyclo[13.11.1.0¹,¹⁷.0²,¹⁴.0⁴,¹³.0⁵,⁹.0¹⁹,²⁷.0²²,²⁶]heptacos-3-ene-7,24-dione",0
2346,O=C1OC2C3=C(C)C4C(C3CC(O)(C)CC2C1C)C5C(O)C6(OC7(C)CCC8C(C(=O)OC8C46C57)C)C,"11,16-dihydroxy-3,8,11,17,19,23-hexamethyl-6,18,25-trioxaoctacyclo[13.11.1.0¹,¹⁷.0²,¹⁴.0⁴,¹³.0⁵,⁹.0¹⁹,²⁷.0²²,²⁶]heptacos-3-ene-7,24-dione",0
2347,O=C(OCCC(C)C)CC(=O)C,3-methylbutyl 3-oxobutanoate,0
2348,O=C(OC(C)CC=1C=CC=CC1)CCC,1-phenylpropan-2-yl butanoate,0
2349,O=S(CC=C)C(SSCCC)CC,1-(prop-2-ene-1-sulfinyl)-1-(propyldisulfanyl)propane,0
2350,O=S(=O)(O)ON=C(SC1OC(CO)C(O)C(O)C1O)CCC(C)CC,3-Methylpentyl Glucosinolate,0
2351,O=C1OC(C=C1CCCCCCCCCCCCC(OC(=O)CCCCCCCC=CCCCCCCCC)C2OC(CC2)C(O)CCCCCCCCCCCC)C,"1-[5-(1-hydroxytridecyl)oxolan-2-yl]-13-(5-methyl-2-oxo-2,5-dihydrofuran-3-yl)tridecyl octadec-9-enoate",0
2352,O=C(OC(C=CC(O)C(O)(C)C1C(O)CC2(C)C3C=CC=4C(=C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C(O)=CC4C3(C(=O)CC12C)C)C)(C)C)C,"6-(2,8-dihydroxy-3a,6,9b,11a-tetramethyl-10-oxo-7-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1H,2H,3H,3aH,3bH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl)-5,6-dihydroxy-2-methylhept-3-en-2-yl acetate",0
2353,N#CC(OC1OC(CO)C(O)C(O)C1OC2OCC(O)(CO)C2O)C=3C=CC=CC3,"2-[(3-{[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-2-phenylacetonitrile",0
2354,O=C1OCC(=C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(O)C(O)C6OC7OCC(O)C(O)C7O)CCC5(C)C4CCC23C,"4-[7-({4,5-dihydroxy-6-methyl-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl}oxy)-3a-hydroxy-9a,11a-dimethyl-hexadecahydro-1H-cyclopenta[a]phenanthren-1-yl]-2,5-dihydrofuran-2-one",0
2355,O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1)CCCCCCCCCCCC=CCCCCCCCC,"1-(5,6-dimethylheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl docos-13-enoate",0
2356,O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1)CCCCCCCCCCCCCCCCC,"1-(5,6-dimethylheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl octadecanoate",0
2357,O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1)CCCCCCCC=CCCCCCCCC,"1-(5,6-dimethylheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl octadec-9-enoate",0
2358,O=C(OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1)C=CC5=CC=C(O)C(O)=C5,"1-(5,6-dimethylheptan-2-yl)-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-yl 3-(3,4-dihydroxyphenyl)prop-2-enoate",0
2359,O=CC1(C)C(OC2OC(C(=O)O)C(O)C(OC3OCC(O)C(O)C3O)C2OC4OC(CO)C(O)C(O)C4O)CCC5(C)C1CCC6(C)C5CC=C7C8CC(C)(C)CCC8(C(=O)OC9OC(C)C(OC(=O)C)C(OC%10OC(C)C(O)C(O)C%10O)C9OC%11OC(C)C(OC%12OCC(O)C(OC%13OCC(O)C(O)C%13O)C%12O)C(O)C%11O)C(O)CC76C,"6-{[8a-({[5-(acetyloxy)-3-{[5-({3,5-dihydroxy-4-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl}oxy)-3,4-dihydroxy-6-methyloxan-2-yl]oxy}-6-methyl-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}carbonyl)-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl]oxy}-3-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxane-2-carboxylic acid",0
2360,O=CC1(C)C(OC2OC(C(=O)O)C(O)C(OC3OCC(O)C(O)C3O)C2OC4OC(CO)C(O)C(O)C4O)CCC5(C)C1CCC6(C)C5CC=C7C8CC(C)(C)CCC8(C(=O)OC9OC(C)C(OC(=O)C)C(OC%10OC(C)C(O)C(O)C%10O)C9OC%11OC(C)C(OC%12OCC(O)C(O)C%12O)C(O)C%11O)C(O)CC76C,"6-{[8a-({[5-(acetyloxy)-3-({3,4-dihydroxy-6-methyl-5-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl}oxy)-6-methyl-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}carbonyl)-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl]oxy}-3-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxane-2-carboxylic acid",0
2361,O=CC1(C)C(OC2OC(C(=O)O)C(O)C(O)C2OC3OC(CO)C(O)C(O)C3O)CCC4(C)C1CCC5(C)C4CC=C6C7CC(C)(C)CCC7(C(=O)OC8OC(C)C(OC(=O)C)C(OC9OC(C)C(O)C(O)C9O)C8OC%10OC(C)C(OC%11OCC(O)C(O)C%11O)C(O)C%10O)C(O)CC65C,"6-{[8a-({[5-(acetyloxy)-3-({3,4-dihydroxy-6-methyl-5-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl}oxy)-6-methyl-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}carbonyl)-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl]oxy}-3,4-dihydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxane-2-carboxylic acid",0
2362,O=CC1(C)C(OC2OC(C(=O)O)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC4OC(CO)C(O)C(O)C4O)CCC5(C)C1CCC6(C)C5CC=C7C8CC(C)(C)CCC8(C(=O)OC9OC(C)C(O)C(O)C9OC%10OC(C)C(OC%11OCC(O)C(O)C%11O)C(OC%12OC(CO)C(O)C(OC%13OCC(O)C(O)C%13O)C%12O)C%10O)C(O)CC76C,"6-({8a-[({3-[(4-{[3,5-dihydroxy-6-(hydroxymethyl)-4-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-3-hydroxy-6-methyl-5-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl)oxy]-4,5-dihydroxy-6-methyloxan-2-yl}oxy)carbonyl]-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl}oxy)-3-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxane-2-carboxylic acid",0
2363,O=CC1(C)C(OC2OC(C(=O)O)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC4OC(CO)C(O)C(O)C4O)CCC5(C)C6CC=C7C8CC(C)(C)CCC8(C(=O)OC9OC(C)C(OC(=O)CC(O)CC(OC(=O)CC(O)CC(OC%10OC(CO)C(O)C%10O)C(C)CC)C(C)CC)C(O)C9OC%11OC(C)C(OC%12OCC(O)C(O)C%12O)C(OC%13OC(CO)C(O)C(O)C%13O)C%11O)C(O)CC7(C)C6(C)CCC15,"6-{[8a-({[5-({5-[(5-{[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-3-hydroxy-6-methyloctanoyl)oxy]-3-hydroxy-6-methyloctanoyl}oxy)-4-hydroxy-3-[(3-hydroxy-6-methyl-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-5-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl)oxy]-6-methyloxan-2-yl]oxy}carbonyl)-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-yl]oxy}-3-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxane-2-carboxylic acid",0
2364,O=C(O)C1OC(OC2=CC(O)=C3C(=O)C(OC4OC(C)C(O)C(O)C4O)=C(OC3=C2)C=5C=CC(O)=C(O)C5)C(O)C(O)C1O,"6-{[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",0
2365,O=C(OC)CC1=CC=C(C=C1)C(C)(C)C,methyl 2-(4-tert-butylphenyl)acetate,0
2366,O=C(OC)C(C)CCC,methyl 2-methylpentanoate,0
2367,O=C(OCC(=C)C)CCC,2-methylprop-2-en-1-yl butanoate,0
2368,O=C(OC)C(O)CC(C)C,methyl 2-hydroxy-4-methylpentanoate,0
2369,O=C(OC(C(=O)C)C)CCC,3-oxobutan-2-yl butanoate,0
2370,O=C(OCC=C)C=CC=CC,"prop-2-en-1-yl hexa-2,4-dienoate",0
2371,O=C(OCCCCC)CCCCCC,pentyl heptanoate,0
2372,O=C(OCCCCCCCC)CCCCCC,octyl heptanoate,0
2373,O=C(OCC(C)C)C=CC,2-methylpropyl but-2-enoate,0
2374,O=C(OCCCCCC)C=CC,hexyl but-2-enoate,0
2375,O=C(OCC(=CC=1C=CC=CC1)CCCCC)C,2-(phenylmethylidene)heptyl acetate,0
2376,O=COCC(=CC=1C=CC=CC1)CCCCC,2-(phenylmethylidene)heptyl formate,0
2377,OC1=CC=C(C=C1OCC)C2OCC(O2)C,"2-ethoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol",0
2378,OCC=CC=CCCCCC,"deca-2,4-dien-1-ol",0
